checklist,accession,sra_accession
ERC000023,SAMEA115121866,ERS17804795
ERC000023,SAMEA115121838,ERS17804766
ERC000023,SAMEA115121905,ERS17804836
ERC000023,SAMEA115121889,ERS17804819
ERC000023,SAMEA115121862,ERS17804791
ERC000023,SAMEA115121886,ERS17804816
ERC000023,SAMEA115121903,ERS17804834
ERC000023,SAMEA115121898,ERS17804829
ERC000023,SAMEA115121827,ERS17804754
ERC000023,SAMEA115121894,ERS17804824
ERC000023,SAMEA115121912,ERS17804844
ERC000023,SAMEA115121848,ERS17804776
ERC000023,SAMEA115121831,ERS17804758
ERC000023,SAMEA115121855,ERS17804784
ERC000023,SAMEA115121852,ERS17804780
ERC000023,SAMEA115121860,ERS17804789
ERC000023,SAMEA115121856,ERS17804785
ERC000023,SAMEA115121892,ERS17804822
ERC000023,SAMEA115121863,ERS17804792
ERC000023,SAMEA115121914,ERS17804846
ERC000023,SAMEA115121870,ERS17804799
ERC000023,SAMEA115121867,ERS17804796
ERC000023,SAMEA115121919,ERS17804851
ERC000023,SAMEA115121896,ERS17804827
ERC000023,SAMEA115121910,ERS17804841
ERC000023,SAMEA115121846,ERS17804774
ERC000023,SAMEA115121909,ERS17804840
ERC000023,SAMEA115121857,ERS17804786
ERC000023,SAMEA115121899,ERS17804830
ERC000023,SAMEA115121847,ERS17804775
ERC000023,SAMEA115121868,ERS17804797
ERC000023,SAMEA115121872,ERS17804801
ERC000024,SAMEA9561329,ERS7284073
ERC000024,SAMEA9560740,ERS7283484
ERC000024,SAMEA9560735,ERS7283479
ERC000024,SAMEA9560736,ERS7283480
ERC000024,SAMEA9560743,ERS7283487
ERC000024,SAMEA9560924,ERS7283668
ERC000024,SAMEA9561133,ERS7283877
ERC000024,SAMEA9561134,ERS7283878
ERC000024,SAMEA9560932,ERS7283676
ERC000024,SAMEA9561139,ERS7283883
ERC000024,SAMEA9561338,ERS7284082
ERC000024,SAMEA9561340,ERS7284084
ERC000024,SAMEA9561341,ERS7284085
ERC000024,SAMEA9561344,ERS7284088
ERC000024,SAMEA9561337,ERS7284081
ERC000024,SAMEA9561339,ERS7284083
ERC000024,SAMEA9560539,ERS7283284
ERC000024,SAMEA9560544,ERS7283289
ERC000024,SAMEA9560749,ERS7283493
ERC000024,SAMEA9561347,ERS7284091
ERC000024,SAMEA9560748,ERS7283492
ERC000024,SAMEA9560547,ERS7283292
ERC000024,SAMEA9560543,ERS7283288
ERC000024,SAMEA9560757,ERS7283501
ERC000024,SAMEA9560756,ERS7283500
ERC000024,SAMEA9561149,ERS7283893
ERC000024,SAMEA9561354,ERS7284098
ERC000024,SAMEA9561355,ERS7284099
ERC000024,SAMEA9561357,ERS7284101
ERC000024,SAMEA9560364,ERS7283109
ERC000024,SAMEA9561351,ERS7284095
ERC000024,SAMEA9560366,ERS7283111
ERC000024,SAMEA9560363,ERS7283108
ERC000024,SAMEA9560554,ERS7283299
ERC000024,SAMEA9561157,ERS7283901
ERC000024,SAMEA9560766,ERS7283510
ERC000024,SAMEA9560953,ERS7283697
ERC000024,SAMEA9560955,ERS7283699
ERC000024,SAMEA9560948,ERS7283692
ERC000024,SAMEA9561364,ERS7284108
ERC000024,SAMEA9561374,ERS7284118
ERC000024,SAMEA9561371,ERS7284115
ERC000024,SAMEA114789484,ERS17211129
ERC000024,SAMEA9560371,ERS7283116
ERC000024,SAMEA114789461,ERS17211106
ERC000024,SAMEA114558331,ERS16539635
ERC000024,SAMEA9560564,ERS7283309
ERC000024,SAMEA114558354,ERS16539658
ERC000024,SAMEA9560568,ERS7283313
ERC000024,SAMEA9560565,ERS7283310
ERC000024,SAMEA9560379,ERS7283124
ERC000024,SAMEA9560569,ERS7283314
ERC000024,SAMEA114558341,ERS16539645
ERC000024,SAMEA9560570,ERS7283315
ERC000024,SAMEA114558374,ERS16539678
ERC000024,SAMEA114558338,ERS16539642
ERC000024,SAMEA114558350,ERS16539654
ERC000024,SAMEA114558334,ERS16539638
ERC000024,SAMEA114558342,ERS16539646
ERC000024,SAMEA114558346,ERS16539650
ERC000024,SAMEA114558344,ERS16539648
ERC000024,SAMEA114558329,ERS16539633
ERC000024,SAMEA114558337,ERS16539641
ERC000024,SAMEA114558353,ERS16539657
ERC000024,SAMEA114558335,ERS16539639
ERC000024,SAMEA114558355,ERS16539659
ERC000024,SAMEA9560573,ERS7283318
ERC000024,SAMEA9560959,ERS7283703
ERC000024,SAMEA9560960,ERS7283704
ERC000024,SAMEA9560962,ERS7283706
ERC000024,SAMEA9560961,ERS7283705
ERC000024,SAMEA9560964,ERS7283708
ERC000024,SAMEA9560963,ERS7283707
ERC000024,SAMEA9560970,ERS7283714
ERC000024,SAMEA9560971,ERS7283715
ERC000024,SAMEA9560968,ERS7283712
ERC000024,SAMEA9561168,ERS7283912
ERC000024,SAMEA9561175,ERS7283919
ERC000024,SAMEA114789445,ERS17211090
ERC000024,SAMEA114789447,ERS17211092
ERC000024,SAMEA114789495,ERS17211140
ERC000024,SAMEA114789439,ERS17211084
ERC000024,SAMEA114789489,ERS17211134
ERC000024,SAMEA114789450,ERS17211095
ERC000024,SAMEA114789467,ERS17211112
ERC000024,SAMEA9561196,ERS7283940
ERC000024,SAMEA9560803,ERS7283547
ERC000024,SAMEA9560799,ERS7283543
ERC000024,SAMEA9560805,ERS7283549
ERC000024,SAMEA9560810,ERS7283554
ERC000024,SAMEA9560808,ERS7283552
ERC000024,SAMEA9560804,ERS7283548
ERC000024,SAMEA9560798,ERS7283542
ERC000024,SAMEA9560985,ERS7283729
ERC000024,SAMEA9560993,ERS7283737
ERC000024,SAMEA9560990,ERS7283734
ERC000024,SAMEA9560806,ERS7283550
ERC000024,SAMEA9561199,ERS7283943
ERC000024,SAMEA9561198,ERS7283942
ERC000024,SAMEA9561203,ERS7283947
ERC000025,SAMEA111538450,ERS13648483
ERC000025,SAMEA111538438,ERS13648471
ERC000025,SAMEA111538469,ERS13648502
ERC000025,SAMEA111538158,ERS13648191
ERC000025,SAMEA111538062,ERS13648095
ERC000025,SAMEA115084023,ERS17699996
ERC000025,SAMEA115084012,ERS17699985
ERC000025,SAMEA115084018,ERS17699991
ERC000025,SAMEA115084024,ERS17699997
ERC000025,SAMEA115084015,ERS17699988
ERC000025,SAMEA115084009,ERS17699982
ERC000025,SAMEA115084022,ERS17699995
ERC000025,SAMEA115084021,ERS17699994
ERC000025,SAMEA115084011,ERS17699984
ERC000025,SAMEA115084013,ERS17699986
ERC000025,SAMEA115084020,ERS17699993
ERC000025,SAMEA110664788,ERS12762368
ERC000025,SAMEA110664782,ERS12762362
ERC000025,SAMEA110664815,ERS12762395
ERC000025,SAMEA110664853,ERS12762433
ERC000025,SAMEA110664856,ERS12762436
ERC000025,SAMEA110664843,ERS12762423
ERC000025,SAMEA110664780,ERS12762360
ERC000025,SAMEA110664874,ERS12762454
ERC000025,SAMEA110664830,ERS12762410
ERC000025,SAMEA110664805,ERS12762385
ERC000025,SAMEA110664846,ERS12762426
ERC000025,SAMEA110664824,ERS12762404
ERC000025,SAMEA110664869,ERS12762449
ERC000025,SAMEA110664871,ERS12762451
ERC000025,SAMEA110664834,ERS12762414
ERC000025,SAMEA110664802,ERS12762382
ERC000025,SAMEA110664789,ERS12762369
ERC000025,SAMEA110664776,ERS12762356
ERC000025,SAMEA110664816,ERS12762396
ERC000025,SAMEA110664821,ERS12762401
ERC000025,SAMEA110664817,ERS12762397
ERC000025,SAMEA110664831,ERS12762411
ERC000025,SAMEA110664823,ERS12762403
ERC000025,SAMEA110664857,ERS12762437
ERC000025,SAMEA110664786,ERS12762366
ERC000025,SAMEA110664849,ERS12762429
ERC000025,SAMEA110664818,ERS12762398
ERC000025,SAMEA110664796,ERS12762376
ERC000025,SAMEA110664822,ERS12762402
ERC000025,SAMEA110664825,ERS12762405
ERC000025,SAMEA110664820,ERS12762400
ERC000025,SAMEA110664838,ERS12762418
ERC000025,SAMEA110664847,ERS12762427
ERC000025,SAMEA110664774,ERS12762354
ERC000025,SAMEA110664850,ERS12762430
ERC000025,SAMEA110664859,ERS12762439
ERC000025,SAMEA110664801,ERS12762381
ERC000025,SAMEA110664835,ERS12762415
ERC000025,SAMEA110664855,ERS12762435
ERC000025,SAMEA110664798,ERS12762378
ERC000025,SAMEA110664812,ERS12762392
ERC000025,SAMEA110664867,ERS12762447
ERC000025,SAMEA115083171,ERS17698242
ERC000025,SAMEA115083149,ERS17698220
ERC000025,SAMEA115083118,ERS17698189
ERC000025,SAMEA115083156,ERS17698227
ERC000025,SAMEA115083130,ERS17698201
ERC000025,SAMEA115083157,ERS17698228
ERC000025,SAMEA115083136,ERS17698207
ERC000025,SAMEA115083161,ERS17698232
ERC000025,SAMEA115083123,ERS17698194
ERC000025,SAMEA115083128,ERS17698199
ERC000025,SAMEA115083133,ERS17698204
ERC000025,SAMEA115083193,ERS17698264
ERC000025,SAMEA115083188,ERS17698259
ERC000025,SAMEA115083139,ERS17698210
ERC000025,SAMEA115083166,ERS17698237
ERC000025,SAMEA115083159,ERS17698230
ERC000025,SAMEA115083120,ERS17698191
ERC000025,SAMEA115083124,ERS17698195
ERC000025,SAMEA115083138,ERS17698209
ERC000025,SAMEA115083143,ERS17698214
ERC000025,SAMEA115083121,ERS17698192
ERC000025,SAMEA115083147,ERS17698218
ERC000025,SAMEA115083164,ERS17698235
ERC000025,SAMEA115083155,ERS17698226
ERC000025,SAMEA115083175,ERS17698246
ERC000025,SAMEA115083142,ERS17698213
ERC000025,SAMEA115098952,ERS17734079
ERC000025,SAMEA115098932,ERS17734059
ERC000025,SAMEA115098933,ERS17734060
ERC000025,SAMEA115098919,ERS17734046
ERC000025,SAMEA115098903,ERS17734030
ERC000025,SAMEA115098939,ERS17734066
ERC000025,SAMEA115098993,ERS17734120
ERC000025,SAMEA115098916,ERS17734043
ERC000025,SAMEA115098925,ERS17734052
ERC000025,SAMEA115098909,ERS17734036
ERC000025,SAMEA115098908,ERS17734035
ERC000025,SAMEA115098929,ERS17734056
ERC000025,SAMEA115098913,ERS17734040
ERC000025,SAMEA115098930,ERS17734057
ERC000025,SAMEA115098915,ERS17734042
ERC000025,SAMEA115098917,ERS17734044
ERC000027,SAMEA11998863,ERS9645880
ERC000027,SAMEA11998872,ERS9645889
ERC000027,SAMEA11998866,ERS9645883
ERC000027,SAMEA11998878,ERS9645895
ERC000027,SAMEA11998881,ERS9645898
ERC000027,SAMEA11998870,ERS9645887
ERC000027,SAMEA11998885,ERS9645902
ERC000027,SAMEA11998952,ERS9645968
ERC000027,SAMEA11998860,ERS9645877
ERC000027,SAMEA11998873,ERS9645890
ERC000027,SAMEA11998948,ERS9645964
ERC000027,SAMEA11998943,ERS9645959
ERC000027,SAMEA11998944,ERS9645960
ERC000027,SAMEA11998865,ERS9645882
ERC000027,SAMEA11998877,ERS9645894
ERC000027,SAMEA11998954,ERS9645970
ERC000027,SAMEA11998907,ERS9645924
ERC000027,SAMEA114093465,ERS16077306
ERC000027,SAMEA114093547,ERS16077388
ERC000027,SAMEA114093483,ERS16077324
ERC000027,SAMEA114093514,ERS16077355
ERC000027,SAMEA114093545,ERS16077386
ERC000027,SAMEA114093542,ERS16077383
ERC000027,SAMEA11998871,ERS9645888
ERC000027,SAMEA11998864,ERS9645881
ERC000027,SAMEA11998953,ERS9645969
ERC000027,SAMEA11998861,ERS9645878
ERC000027,SAMEA11998950,ERS9645966
ERC000027,SAMEA11998886,ERS9645903
ERC000027,SAMEA11998889,ERS9645906
ERC000027,SAMEA11998894,ERS9645911
ERC000027,SAMEA11998903,ERS9645920
ERC000027,SAMEA11998923,ERS9645939
ERC000027,SAMEA11998892,ERS9645909
ERC000027,SAMEA11998911,ERS9645928
ERC000027,SAMEA11998882,ERS9645899
ERC000027,SAMEA11998904,ERS9645921
ERC000027,SAMEA11998929,ERS9645945
ERC000027,SAMEA11998935,ERS9645951
ERC000027,SAMEA11998936,ERS9645952
ERC000027,SAMEA11998912,ERS9645929
ERC000027,SAMEA11998909,ERS9645926
ERC000027,SAMEA11998958,ERS9645974
ERC000027,SAMEA11998930,ERS9645946
ERC000027,SAMEA11998931,ERS9645947
ERC000027,SAMEA11998938,ERS9645954
ERC000027,SAMEA11998897,ERS9645914
ERC000027,SAMEA11998917,ERS9645934
ERC000027,SAMEA11998905,ERS9645922
ERC000027,SAMEA11998913,ERS9645930
ERC000027,SAMEA11998898,ERS9645915
ERC000027,SAMEA11998916,ERS9645933
ERC000027,SAMEA11998933,ERS9645949
ERC000027,SAMEA11998926,ERS9645942
ERC000027,SAMEA11998915,ERS9645932
ERC000027,SAMEA11998908,ERS9645925
ERC000027,SAMEA115344177,ERS18345699
ERC000027,SAMEA115344173,ERS18345695
ERC000027,SAMEA115344118,ERS18345640
ERC000027,SAMEA115344129,ERS18345651
ERC000027,SAMEA115344150,ERS18345672
ERC000027,SAMEA115344110,ERS18345632
ERC000027,SAMEA115344145,ERS18345667
ERC000027,SAMEA115344161,ERS18345683
ERC000027,SAMEA115344158,ERS18345680
ERC000027,SAMEA115344179,ERS18345701
ERC000027,SAMEA115344138,ERS18345660
ERC000027,SAMEA115344114,ERS18345636
ERC000027,SAMEA115344164,ERS18345686
ERC000027,SAMEA115344171,ERS18345693
ERC000027,SAMEA115344174,ERS18345696
ERC000027,SAMEA115344111,ERS18345633
ERC000027,SAMEA115344124,ERS18345646
ERC000027,SAMEA115344159,ERS18345681
ERC000027,SAMEA115344134,ERS18345656
ERC000027,SAMEA115344131,ERS18345653
ERC000027,SAMEA115344163,ERS18345685
ERC000027,SAMEA115344136,ERS18345658
ERC000027,SAMEA115344154,ERS18345676
ERC000027,SAMEA115344132,ERS18345654
ERC000027,SAMEA115344143,ERS18345665
ERC000027,SAMEA115344151,ERS18345673
ERC000027,SAMEA115344178,ERS18345700
ERC000027,SAMEA115344120,ERS18345642
ERC000027,SAMEA115344125,ERS18345647
ERC000027,SAMEA115344140,ERS18345662
ERC000027,SAMEA115344160,ERS18345682
ERC000027,SAMEA115344122,ERS18345644
ERC000027,SAMEA115344172,ERS18345694
ERC000027,SAMEA115344119,ERS18345641
ERC000027,SAMEA115344123,ERS18345645
ERC000027,SAMEA115344146,ERS18345668
ERC000027,SAMEA115344117,ERS18345639
ERC000027,SAMEA115344166,ERS18345688
ERC000027,SAMEA115344155,ERS18345677
ERC000027,SAMEA115344130,ERS18345652
ERC000027,SAMEA115344153,ERS18345675
ERC000027,SAMEA115344180,ERS18345702
ERC000027,SAMEA115344167,ERS18345689
ERC000027,SAMEA115344157,ERS18345679
ERC000028,SAMEA13921777,ERS11522198
ERC000028,SAMEA13922377,ERS11522797
ERC000028,SAMEA13922079,ERS11522499
ERC000028,SAMEA13922091,ERS11522511
ERC000028,SAMEA13922378,ERS11522798
ERC000028,SAMEA13921182,ERS11521603
ERC000028,SAMEA13922076,ERS11522496
ERC000028,SAMEA13922391,ERS11522811
ERC000028,SAMEA13921181,ERS11521602
ERC000028,SAMEA13922394,ERS11522814
ERC000028,SAMEA13922389,ERS11522809
ERC000028,SAMEA13922385,ERS11522805
ERC000028,SAMEA13921183,ERS11521604
ERC000028,SAMEA13921194,ERS11521615
ERC000028,SAMEA13921191,ERS11521612
ERC000028,SAMEA13921496,ERS11521917
ERC000028,SAMEA13921491,ERS11521912
ERC000028,SAMEA13921497,ERS11521918
ERC000028,SAMEA13921787,ERS11522208
ERC000028,SAMEA13921792,ERS11522213
ERC000028,SAMEA13921486,ERS11521907
ERC000028,SAMEA13921499,ERS11521920
ERC000028,SAMEA13921189,ERS11521610
ERC000028,SAMEA13921193,ERS11521614
ERC000028,SAMEA13921793,ERS11522214
ERC000028,SAMEA13921494,ERS11521915
ERC000028,SAMEA13921488,ERS11521909
ERC000028,SAMEA13921501,ERS11521922
ERC000028,SAMEA13921789,ERS11522210
ERC000028,SAMEA13922414,ERS11522834
ERC000028,SAMEA13921207,ERS11521628
ERC000028,SAMEA13921502,ERS11521923
ERC000028,SAMEA13922101,ERS11522521
ERC000028,SAMEA13922093,ERS11522513
ERC000028,SAMEA13922092,ERS11522512
ERC000028,SAMEA13922398,ERS11522818
ERC000028,SAMEA13921804,ERS11522225
ERC000028,SAMEA13921513,ERS11521934
ERC000028,SAMEA13921807,ERS11522228
ERC000028,SAMEA13921817,ERS11522238
ERC000028,SAMEA13921811,ERS11522232
ERC000028,SAMEA13922422,ERS11522842
ERC000028,SAMEA13921217,ERS11521638
ERC000028,SAMEA13922424,ERS11522844
ERC000028,SAMEA13921509,ERS11521930
ERC000028,SAMEA13921230,ERS11521651
ERC000028,SAMEA13922430,ERS11522850
ERC000028,SAMEA13921829,ERS11522250
ERC000028,SAMEA13922408,ERS11522828
ERC000028,SAMEA13921232,ERS11521653
ERC000028,SAMEA13921212,ERS11521633
ERC000028,SAMEA13921514,ERS11521935
ERC000028,SAMEA13921522,ERS11521943
ERC000028,SAMEA13922137,ERS11522557
ERC000028,SAMEA13922410,ERS11522830
ERC000028,SAMEA13922095,ERS11522515
ERC000028,SAMEA13921219,ERS11521640
ERC000028,SAMEA13922157,ERS11522577
ERC000028,SAMEA13922161,ERS11522581
ERC000028,SAMEA13922162,ERS11522582
ERC000028,SAMEA13922458,ERS11522878
ERC000028,SAMEA13921854,ERS11522275
ERC000028,SAMEA13921856,ERS11522277
ERC000028,SAMEA13921858,ERS11522279
ERC000028,SAMEA13921861,ERS11522282
ERC000028,SAMEA13922163,ERS11522583
ERC000028,SAMEA13921855,ERS11522276
ERC000028,SAMEA13921853,ERS11522274
ERC000028,SAMEA13921273,ERS11521694
ERC000028,SAMEA13922471,ERS11522891
ERC000028,SAMEA13921259,ERS11521680
ERC000028,SAMEA13921255,ERS11521676
ERC000028,SAMEA13921270,ERS11521691
ERC000028,SAMEA13922461,ERS11522881
ERC000028,SAMEA13922455,ERS11522875
ERC000028,SAMEA13922454,ERS11522874
ERC000028,SAMEA13922468,ERS11522888
ERC000028,SAMEA13921563,ERS11521984
ERC000028,SAMEA13921565,ERS11521986
ERC000028,SAMEA13921879,ERS11522300
ERC000028,SAMEA13921876,ERS11522297
ERC000028,SAMEA13921570,ERS11521991
ERC000028,SAMEA13921573,ERS11521994
ERC000028,SAMEA13921568,ERS11521989
ERC000028,SAMEA13921577,ERS11521998
ERC000028,SAMEA13922171,ERS11522591
ERC000028,SAMEA13922176,ERS11522596
ERC000028,SAMEA13922477,ERS11522897
ERC000028,SAMEA13922182,ERS11522602
ERC000028,SAMEA13922184,ERS11522604
ERC000028,SAMEA13921277,ERS11521698
ERC000028,SAMEA13922173,ERS11522593
ERC000028,SAMEA13922186,ERS11522606
ERC000028,SAMEA13922181,ERS11522601
ERC000028,SAMEA13922475,ERS11522895
ERC000028,SAMEA13922480,ERS11522900
ERC000028,SAMEA13921279,ERS11521700
ERC000028,SAMEA13921282,ERS11521703
ERC000028,SAMEA13921278,ERS11521699
ERC000028,SAMEA13921274,ERS11521695
ERC000029,SAMEA115113200,ERS17751337
ERC000029,SAMEA115113208,ERS17751345
ERC000029,SAMEA115113148,ERS17751285
ERC000029,SAMEA115113287,ERS17751424
ERC000029,SAMEA115113248,ERS17751385
ERC000029,SAMEA115113257,ERS17751394
ERC000029,SAMEA115113214,ERS17751351
ERC000029,SAMEA115113244,ERS17751381
ERC000029,SAMEA115113269,ERS17751406
ERC000029,SAMEA115113180,ERS17751317
ERC000029,SAMEA115113299,ERS17751436
ERC000029,SAMEA115113188,ERS17751325
ERC000029,SAMEA115113219,ERS17751356
ERC000029,SAMEA115113186,ERS17751323
ERC000029,SAMEA115113302,ERS17751439
ERC000029,SAMEA115113268,ERS17751405
ERC000029,SAMEA115113203,ERS17751340
ERC000029,SAMEA115113230,ERS17751367
ERC000029,SAMEA115113224,ERS17751361
ERC000029,SAMEA115113276,ERS17751413
ERC000029,SAMEA115113240,ERS17751377
ERC000029,SAMEA115113280,ERS17751417
ERC000029,SAMEA115113271,ERS17751408
ERC000029,SAMEA115113152,ERS17751289
ERC000029,SAMEA115113173,ERS17751310
ERC000029,SAMEA115113303,ERS17751440
ERC000029,SAMEA115113161,ERS17751298
ERC000029,SAMEA115113171,ERS17751308
ERC000029,SAMEA115113212,ERS17751349
ERC000029,SAMEA115113213,ERS17751350
ERC000029,SAMEA115113207,ERS17751344
ERC000029,SAMEA115113143,ERS17751280
ERC000029,SAMEA115113218,ERS17751355
ERC000029,SAMEA115113235,ERS17751372
ERC000029,SAMEA115113187,ERS17751324
ERC000029,SAMEA115113150,ERS17751287
ERC000029,SAMEA115113226,ERS17751363
ERC000029,SAMEA115113209,ERS17751346
ERC000029,SAMEA115113142,ERS17751279
ERC000029,SAMEA115113285,ERS17751422
ERC000029,SAMEA115113227,ERS17751364
ERC000029,SAMEA115113145,ERS17751282
ERC000029,SAMEA115113144,ERS17751281
ERC000029,SAMEA115113194,ERS17751331
ERC000029,SAMEA115113251,ERS17751388
ERC000029,SAMEA115113155,ERS17751292
ERC000029,SAMEA115113217,ERS17751354
ERC000029,SAMEA115113154,ERS17751291
ERC000029,SAMEA115113157,ERS17751294
ERC000029,SAMEA115113252,ERS17751389
ERC000029,SAMEA115113169,ERS17751306
ERC000029,SAMEA115113273,ERS17751410
ERC000029,SAMEA115113255,ERS17751392
ERC000029,SAMEA115113193,ERS17751330
ERC000029,SAMEA115113288,ERS17751425
ERC000029,SAMEA115113301,ERS17751438
ERC000029,SAMEA115113231,ERS17751368
ERC000029,SAMEA115113163,ERS17751300
ERC000029,SAMEA115113286,ERS17751423
ERC000029,SAMEA115113204,ERS17751341
ERC000029,SAMEA115113190,ERS17751327
ERC000029,SAMEA115113270,ERS17751407
ERC000029,SAMEA115113195,ERS17751332
ERC000029,SAMEA115113278,ERS17751415
ERC000029,SAMEA115113284,ERS17751421
ERC000029,SAMEA115113289,ERS17751426
ERC000029,SAMEA115113297,ERS17751434
ERC000029,SAMEA115113293,ERS17751430
ERC000029,SAMEA115113245,ERS17751382
ERC000029,SAMEA115113220,ERS17751357
ERC000029,SAMEA115113262,ERS17751399
ERC000029,SAMEA115113146,ERS17751283
ERC000029,SAMEA115113215,ERS17751352
ERC000029,SAMEA115113198,ERS17751335
ERC000029,SAMEA115113221,ERS17751358
ERC000029,SAMEA115113267,ERS17751404
ERC000029,SAMEA115113258,ERS17751395
ERC000029,SAMEA115113295,ERS17751432
ERC000029,SAMEA115113238,ERS17751375
ERC000029,SAMEA115113199,ERS17751336
ERC000029,SAMEA115113222,ERS17751359
ERC000029,SAMEA115113183,ERS17751320
ERC000029,SAMEA115113181,ERS17751318
ERC000029,SAMEA115113242,ERS17751379
ERC000029,SAMEA115113294,ERS17751431
ERC000029,SAMEA115113216,ERS17751353
ERC000029,SAMEA115113282,ERS17751419
ERC000029,SAMEA115113277,ERS17751414
ERC000029,SAMEA115113265,ERS17751402
ERC000029,SAMEA115113236,ERS17751373
ERC000029,SAMEA115113266,ERS17751403
ERC000029,SAMEA115113189,ERS17751326
ERC000029,SAMEA115113239,ERS17751376
ERC000029,SAMEA115113243,ERS17751380
ERC000029,SAMEA115113141,ERS17751278
ERC000029,SAMEA115113228,ERS17751365
ERC000029,SAMEA115113197,ERS17751334
ERC000029,SAMEA115113175,ERS17751312
ERC000029,SAMEA115113291,ERS17751428
ERC000029,SAMEA115113182,ERS17751319
ERC000030,SAMEA110646486,ERS12744193
ERC000030,SAMEA110646518,ERS12744225
ERC000030,SAMEA110646467,ERS12744174
ERC000030,SAMEA110646533,ERS12744240
ERC000030,SAMEA110646506,ERS12744213
ERC000030,SAMEA110646470,ERS12744177
ERC000030,SAMEA110646482,ERS12744189
ERC000030,SAMEA110646525,ERS12744232
ERC000030,SAMEA110646537,ERS12744244
ERC000030,SAMEA110646492,ERS12744199
ERC000030,SAMEA110646495,ERS12744202
ERC000030,SAMEA110646527,ERS12744234
ERC000030,SAMEA110646494,ERS12744201
ERC000030,SAMEA110646520,ERS12744227
ERC000030,SAMEA110646538,ERS12744245
ERC000030,SAMEA110646472,ERS12744179
ERC000030,SAMEA110646497,ERS12744204
ERC000030,SAMEA110646528,ERS12744235
ERC000030,SAMEA110646465,ERS12744172
ERC000030,SAMEA110646479,ERS12744186
ERC000030,SAMEA110646461,ERS12744168
ERC000030,SAMEA110646471,ERS12744178
ERC000030,SAMEA110646485,ERS12744192
ERC000030,SAMEA110646476,ERS12744183
ERC000030,SAMEA110646514,ERS12744221
ERC000030,SAMEA110646477,ERS12744184
ERC000030,SAMEA110646459,ERS12744166
ERC000030,SAMEA110646480,ERS12744187
ERC000030,SAMEA110646488,ERS12744195
ERC000030,SAMEA110646464,ERS12744171
ERC000030,SAMEA110646510,ERS12744217
ERC000030,SAMEA110646466,ERS12744173
ERC000030,SAMEA110646487,ERS12744194
ERC000030,SAMEA110646524,ERS12744231
ERC000030,SAMEA110646531,ERS12744238
ERC000030,SAMEA110646501,ERS12744208
ERC000030,SAMEA110646521,ERS12744228
ERC000030,SAMEA110646519,ERS12744226
ERC000030,SAMEA110646462,ERS12744169
ERC000030,SAMEA110646493,ERS12744200
ERC000030,SAMEA110646469,ERS12744176
ERC000030,SAMEA110646458,ERS12744165
ERC000030,SAMEA110646496,ERS12744203
ERC000030,SAMEA110646515,ERS12744222
ERC000030,SAMEA110646509,ERS12744216
ERC000030,SAMEA110646468,ERS12744175
ERC000030,SAMEA110646526,ERS12744233
ERC000030,SAMEA110646532,ERS12744239
ERC000030,SAMEA110646475,ERS12744182
ERC000030,SAMEA110646536,ERS12744243
ERC000030,SAMEA110646513,ERS12744220
ERC000030,SAMEA110646478,ERS12744185
ERC000030,SAMEA110646463,ERS12744170
ERC000030,SAMEA110646529,ERS12744236
ERC000030,SAMEA110646508,ERS12744215
ERC000030,SAMEA110646517,ERS12744224
ERC000030,SAMEA110646534,ERS12744241
ERC000030,SAMEA110646505,ERS12744212
ERC000030,SAMEA110646516,ERS12744223
ERC000030,SAMEA110646491,ERS12744198
ERC000030,SAMEA110646523,ERS12744230
ERC000030,SAMEA110646522,ERS12744229
ERC000030,SAMEA111554117,ERS13664167
ERC000030,SAMEA111554106,ERS13664156
ERC000030,SAMEA111554124,ERS13664174
ERC000030,SAMEA111554133,ERS13664183
ERC000030,SAMEA111554140,ERS13664190
ERC000030,SAMEA111554068,ERS13664118
ERC000030,SAMEA111554082,ERS13664132
ERC000030,SAMEA111554066,ERS13664116
ERC000030,SAMEA111554090,ERS13664140
ERC000030,SAMEA111554070,ERS13664120
ERC000030,SAMEA111554121,ERS13664171
ERC000030,SAMEA111554101,ERS13664151
ERC000030,SAMEA111554113,ERS13664163
ERC000030,SAMEA111554109,ERS13664159
ERC000030,SAMEA111554125,ERS13664175
ERC000030,SAMEA111554104,ERS13664154
ERC000030,SAMEA111554123,ERS13664173
ERC000030,SAMEA111554115,ERS13664165
ERC000030,SAMEA111554136,ERS13664186
ERC000030,SAMEA111554078,ERS13664128
ERC000030,SAMEA111554089,ERS13664139
ERC000030,SAMEA111554091,ERS13664141
ERC000030,SAMEA111554102,ERS13664152
ERC000030,SAMEA111554103,ERS13664153
ERC000030,SAMEA111554069,ERS13664119
ERC000030,SAMEA111554129,ERS13664179
ERC000030,SAMEA111554099,ERS13664149
ERC000030,SAMEA111554112,ERS13664162
ERC000030,SAMEA111554077,ERS13664127
ERC000030,SAMEA111554086,ERS13664136
ERC000030,SAMEA111554093,ERS13664143
ERC000030,SAMEA111554065,ERS13664115
ERC000030,SAMEA111554100,ERS13664150
ERC000030,SAMEA111554095,ERS13664145
ERC000030,SAMEA111554080,ERS13664130
ERC000030,SAMEA111554096,ERS13664146
ERC000030,SAMEA111554084,ERS13664134
ERC000030,SAMEA111554075,ERS13664125
ERC000031,SAMEA8963398,ERS6646147
ERC000031,SAMEA8963438,ERS6646187
ERC000031,SAMEA8963455,ERS6646204
