checklist,accession,sra_accession
ERC000045,SAMEA114298444,ERS16287670
ERC000045,SAMEA114298443,ERS16287669
ERC000045,SAMEA12266071,ERS9862956
ERC000045,SAMEA12266022,ERS9862907
ERC000045,SAMEA12266002,ERS9862887
ERC000045,SAMEA12266262,ERS9863085
ERC000045,SAMEA12266070,ERS9862955
ERC000045,SAMEA12266266,ERS9863087
ERC000045,SAMEA12266072,ERS9862957
ERC000045,SAMEA12266310,ERS9863109
ERC000045,SAMEA115161771,ERS17936015
ERC000045,SAMEA12266112,ERS9862997
ERC000045,SAMEA12266083,ERS9862968
ERC000045,SAMEA12265997,ERS9862882
ERC000045,SAMEA12266096,ERS9862981
ERC000045,SAMEA12266153,ERS9863030
ERC000045,SAMEA12266110,ERS9862995
ERC000047,SAMEA114060965,ERS16044832
ERC000047,SAMEA114061129,ERS16044996
ERC000047,SAMEA114061206,ERS16045073
ERC000047,SAMEA114060872,ERS16044739
ERC000047,SAMEA114060888,ERS16044755
ERC000047,SAMEA114060668,ERS16044535
ERC000047,SAMEA114060946,ERS16044813
ERC000047,SAMEA114060880,ERS16044747
ERC000047,SAMEA114060671,ERS16044538
ERC000047,SAMEA114061253,ERS16045120
ERC000047,SAMEA114060576,ERS16044443
ERC000047,SAMEA114061054,ERS16044921
ERC000047,SAMEA114060956,ERS16044823
ERC000047,SAMEA114061176,ERS16045043
ERC000047,SAMEA114061107,ERS16044974
ERC000047,SAMEA114061005,ERS16044872
ERC000047,SAMEA114060875,ERS16044742
ERC000047,SAMEA114060967,ERS16044834
ERC000047,SAMEA114060515,ERS16044382
ERC000047,SAMEA114060958,ERS16044825
ERC000047,SAMEA114060878,ERS16044745
ERC000047,SAMEA114060883,ERS16044750
ERC000047,SAMEA114060975,ERS16044842
ERC000047,SAMEA114060589,ERS16044456
ERC000047,SAMEA114060953,ERS16044820
ERC000047,SAMEA114061127,ERS16044994
ERC000047,SAMEA114061196,ERS16045063
ERC000047,SAMEA114061047,ERS16044914
ERC000047,SAMEA114061108,ERS16044975
ERC000047,SAMEA114061183,ERS16045050
ERC000047,SAMEA114061111,ERS16044978
ERC000047,SAMEA114060684,ERS16044551
ERC000047,SAMEA114061207,ERS16045074
ERC000047,SAMEA114061204,ERS16045071
ERC000047,SAMEA114061191,ERS16045058
ERC000047,SAMEA114061203,ERS16045070
ERC000047,SAMEA114061265,ERS16045132
ERC000047,SAMEA114061027,ERS16044894
ERC000047,SAMEA114061214,ERS16045081
ERC000047,SAMEA114061109,ERS16044976
ERC000047,SAMEA114061200,ERS16045067
ERC000047,SAMEA114061199,ERS16045066
ERC000047,SAMEA114060494,ERS16044361
ERC000047,SAMEA114061194,ERS16045061
ERC000047,SAMEA114061193,ERS16045060
ERC000047,SAMEA114061212,ERS16045079
ERC000047,SAMEA114061181,ERS16045048
ERC000047,SAMEA114061274,ERS16045141
ERC000047,SAMEA114060695,ERS16044562
ERC000047,SAMEA114060505,ERS16044372
ERC000047,SAMEA114061278,ERS16045145
ERC000047,SAMEA114061198,ERS16045065
ERC000047,SAMEA114060581,ERS16044448
ERC000047,SAMEA114060495,ERS16044362
ERC000047,SAMEA114061267,ERS16045134
ERC000047,SAMEA114061261,ERS16045128
ERC000047,SAMEA114060593,ERS16044460
ERC000047,SAMEA114060508,ERS16044375
ERC000047,SAMEA114061280,ERS16045147
ERC000047,SAMEA114061277,ERS16045144
ERC000047,SAMEA114060678,ERS16044545
ERC000047,SAMEA114060594,ERS16044461
ERC000047,SAMEA114060601,ERS16044468
ERC000047,SAMEA114060607,ERS16044474
ERC000047,SAMEA114060512,ERS16044379
ERC000047,SAMEA114060506,ERS16044373
ERC000047,SAMEA114062259,ERS16046123
ERC000047,SAMEA114060596,ERS16044463
ERC000047,SAMEA114060774,ERS16044641
ERC000047,SAMEA114060698,ERS16044565
ERC000047,SAMEA114060680,ERS16044547
ERC000047,SAMEA114060781,ERS16044648
ERC000047,SAMEA114062096,ERS16045960
ERC000047,SAMEA114062035,ERS16045899
ERC000047,SAMEA114060675,ERS16044542
ERC000047,SAMEA114060583,ERS16044450
ERC000047,SAMEA114062029,ERS16045893
ERC000047,SAMEA114062020,ERS16045884
ERC000047,SAMEA114060778,ERS16044645
ERC000047,SAMEA114062183,ERS16046047
ERC000047,SAMEA114060765,ERS16044632
ERC000047,SAMEA114060693,ERS16044560
ERC000047,SAMEA114060789,ERS16044656
ERC000047,SAMEA114060502,ERS16044369
ERC000047,SAMEA114060591,ERS16044458
ERC000047,SAMEA114062102,ERS16045966
ERC000047,SAMEA114062114,ERS16045978
ERC000047,SAMEA114062189,ERS16046053
ERC000047,SAMEA114060532,ERS16044399
ERC000047,SAMEA114062300,ERS16046164
ERC000047,SAMEA114062175,ERS16046039
ERC000047,SAMEA114062049,ERS16045913
ERC000047,SAMEA114062254,ERS16046118
ERC000047,SAMEA114062256,ERS16046120
ERC000047,SAMEA114060616,ERS16044483
ERC000047,SAMEA114062266,ERS16046130
ERC000047,SAMEA114062099,ERS16045963
ERC000047,SAMEA114062032,ERS16045896
ERC000047,SAMEA114062280,ERS16046144
ERC000047,SAMEA114062275,ERS16046139
ERC000048,SAMEA8535515,ERS6220261
ERC000048,SAMEA8535529,ERS6220275
ERC000048,SAMEA8535503,ERS6220249
ERC000048,SAMEA6067699,ERS3868817
ERC000048,SAMEA6067716,ERS3868834
ERC000048,SAMEA6068705,ERS3869821
ERC000048,SAMEA6068694,ERS3869810
ERC000048,SAMEA6068741,ERS3869857
ERC000048,SAMEA6068773,ERS3869889
ERC000048,SAMEA6068563,ERS3869680
ERC000048,SAMEA6068671,ERS3869787
ERC000048,SAMEA6068641,ERS3869758
ERC000048,SAMEA6068654,ERS3869771
ERC000048,SAMEA6068961,ERS3870077
ERC000048,SAMEA6068955,ERS3870071
ERC000048,SAMEA6068946,ERS3870062
ERC000048,SAMEA6068982,ERS3870098
ERC000048,SAMEA6068986,ERS3870102
ERC000048,SAMEA6068988,ERS3870104
ERC000048,SAMEA6068912,ERS3870028
ERC000048,SAMEA6068895,ERS3870011
ERC000048,SAMEA6068950,ERS3870066
ERC000048,SAMEA6068957,ERS3870073
ERC000048,SAMEA6068925,ERS3870041
ERC000048,SAMEA6068980,ERS3870096
ERC000048,SAMEA6068953,ERS3870069
ERC000048,SAMEA6068960,ERS3870076
ERC000048,SAMEA6068979,ERS3870095
ERC000048,SAMEA6068924,ERS3870040
ERC000048,SAMEA6068936,ERS3870052
ERC000048,SAMEA6068908,ERS3870024
ERC000048,SAMEA6068977,ERS3870093
ERC000048,SAMEA6068892,ERS3870008
ERC000048,SAMEA6068926,ERS3870042
ERC000048,SAMEA6068947,ERS3870063
ERC000048,SAMEA6068921,ERS3870037
ERC000048,SAMEA6069011,ERS3870127
ERC000048,SAMEA6069059,ERS3870175
ERC000048,SAMEA6068963,ERS3870079
ERC000048,SAMEA6068934,ERS3870050
ERC000048,SAMEA6069001,ERS3870117
ERC000048,SAMEA6069002,ERS3870118
ERC000048,SAMEA6069021,ERS3870137
ERC000048,SAMEA6068931,ERS3870047
ERC000048,SAMEA6068970,ERS3870086
ERC000048,SAMEA6068942,ERS3870058
ERC000048,SAMEA6068906,ERS3870022
ERC000048,SAMEA6068971,ERS3870087
ERC000048,SAMEA6068996,ERS3870112
ERC000048,SAMEA6068998,ERS3870114
ERC000048,SAMEA6069091,ERS3870207
ERC000048,SAMEA6068891,ERS3870007
ERC000048,SAMEA6068944,ERS3870060
ERC000048,SAMEA6069030,ERS3870146
ERC000048,SAMEA6069015,ERS3870131
ERC000048,SAMEA6069147,ERS3870263
ERC000048,SAMEA6068994,ERS3870110
ERC000048,SAMEA6069007,ERS3870123
ERC000048,SAMEA6068974,ERS3870090
ERC000048,SAMEA6069031,ERS3870147
ERC000048,SAMEA6069026,ERS3870142
ERC000048,SAMEA6068951,ERS3870067
ERC000048,SAMEA6069120,ERS3870236
ERC000048,SAMEA6069121,ERS3870237
ERC000048,SAMEA6069047,ERS3870163
ERC000048,SAMEA6069042,ERS3870158
ERC000048,SAMEA6069086,ERS3870202
ERC000048,SAMEA6069050,ERS3870166
ERC000048,SAMEA6069024,ERS3870140
ERC000048,SAMEA6069249,ERS3870365
ERC000048,SAMEA6069124,ERS3870240
ERC000048,SAMEA6069129,ERS3870245
ERC000048,SAMEA6069081,ERS3870197
ERC000048,SAMEA6069178,ERS3870294
ERC000048,SAMEA6069111,ERS3870227
ERC000048,SAMEA6069045,ERS3870161
ERC000048,SAMEA6069167,ERS3870283
ERC000048,SAMEA6069318,ERS3870434
ERC000048,SAMEA6069130,ERS3870246
ERC000048,SAMEA6069160,ERS3870276
ERC000048,SAMEA6069233,ERS3870349
ERC000048,SAMEA6069169,ERS3870285
ERC000048,SAMEA6069332,ERS3870448
ERC000048,SAMEA6069337,ERS3870453
ERC000048,SAMEA6069253,ERS3870369
ERC000048,SAMEA6069270,ERS3870386
ERC000048,SAMEA6069351,ERS3870467
ERC000048,SAMEA6069246,ERS3870362
ERC000048,SAMEA6069098,ERS3870214
ERC000048,SAMEA6069203,ERS3870319
ERC000048,SAMEA6069484,ERS3870599
ERC000048,SAMEA6069191,ERS3870307
ERC000048,SAMEA6069290,ERS3870406
ERC000048,SAMEA6069164,ERS3870280
ERC000048,SAMEA6069330,ERS3870446
ERC000048,SAMEA6069126,ERS3870242
ERC000048,SAMEA6069407,ERS3870523
ERC000048,SAMEA6069317,ERS3870433
ERC000048,SAMEA6069180,ERS3870296
ERC000048,SAMEA6069424,ERS3870539
ERC000049,SAMEA112184965,ERS14294856
ERC000049,SAMEA112184603,ERS14294494
ERC000049,SAMEA112184329,ERS14294220
ERC000049,SAMEA112184447,ERS14294338
ERC000049,SAMEA112184757,ERS14294648
ERC000049,SAMEA112184330,ERS14294221
ERC000049,SAMEA112184846,ERS14294737
ERC000049,SAMEA112184324,ERS14294215
ERC000049,SAMEA112184442,ERS14294333
ERC000049,SAMEA112184885,ERS14294776
ERC000049,SAMEA112184454,ERS14294345
ERC000049,SAMEA112184841,ERS14294732
ERC000049,SAMEA112184316,ERS14294207
ERC000049,SAMEA112184310,ERS14294201
ERC000049,SAMEA112184718,ERS14294609
ERC000049,SAMEA112184427,ERS14294318
ERC000049,SAMEA112184977,ERS14294868
ERC000049,SAMEA112184450,ERS14294341
ERC000049,SAMEA112184805,ERS14294696
ERC000049,SAMEA112184428,ERS14294319
ERC000049,SAMEA112184535,ERS14294426
ERC000049,SAMEA112184307,ERS14294198
ERC000049,SAMEA112184969,ERS14294860
ERC000049,SAMEA112184335,ERS14294226
ERC000049,SAMEA112184431,ERS14294322
ERC000049,SAMEA112184423,ERS14294314
ERC000049,SAMEA112184522,ERS14294413
ERC000049,SAMEA112184761,ERS14294652
ERC000049,SAMEA112184527,ERS14294418
ERC000049,SAMEA112184530,ERS14294421
ERC000049,SAMEA112184538,ERS14294429
ERC000049,SAMEA112184919,ERS14294810
ERC000049,SAMEA112184457,ERS14294348
ERC000049,SAMEA112184347,ERS14294238
ERC000049,SAMEA112184649,ERS14294540
ERC000049,SAMEA112184657,ERS14294548
ERC000049,SAMEA112184539,ERS14294430
ERC000049,SAMEA112184470,ERS14294361
ERC000049,SAMEA112184647,ERS14294538
ERC000049,SAMEA112184520,ERS14294411
ERC000049,SAMEA112184525,ERS14294416
ERC000049,SAMEA112184658,ERS14294549
ERC000049,SAMEA112184803,ERS14294694
ERC000049,SAMEA112184928,ERS14294819
ERC000049,SAMEA112184778,ERS14294669
ERC000049,SAMEA112184666,ERS14294557
ERC000049,SAMEA112184518,ERS14294409
ERC000049,SAMEA112184768,ERS14294659
ERC000049,SAMEA112184661,ERS14294552
ERC000049,SAMEA112184776,ERS14294667
ERC000049,SAMEA112184665,ERS14294556
ERC000049,SAMEA112184789,ERS14294680
ERC000049,SAMEA112184542,ERS14294433
ERC000049,SAMEA112184536,ERS14294427
ERC000049,SAMEA112184339,ERS14294230
ERC000049,SAMEA112184577,ERS14294468
ERC000049,SAMEA112184773,ERS14294664
ERC000049,SAMEA112184907,ERS14294798
ERC000049,SAMEA112184912,ERS14294803
ERC000049,SAMEA112184465,ERS14294356
ERC000049,SAMEA112184900,ERS14294791
ERC000049,SAMEA112184802,ERS14294693
ERC000049,SAMEA112184336,ERS14294227
ERC000049,SAMEA112184569,ERS14294460
ERC000049,SAMEA112184915,ERS14294806
ERC000049,SAMEA112184926,ERS14294817
ERC000049,SAMEA112184892,ERS14294783
ERC000049,SAMEA112184793,ERS14294684
ERC000049,SAMEA112184479,ERS14294370
ERC000049,SAMEA112184904,ERS14294795
ERC000049,SAMEA112184791,ERS14294682
ERC000049,SAMEA112184352,ERS14294243
ERC000049,SAMEA112184914,ERS14294805
ERC000049,SAMEA112184689,ERS14294580
ERC000049,SAMEA112184799,ERS14294690
ERC000049,SAMEA112184571,ERS14294462
ERC000049,SAMEA112184798,ERS14294689
ERC000049,SAMEA112184779,ERS14294670
ERC000049,SAMEA112184929,ERS14294820
ERC000049,SAMEA112184917,ERS14294808
ERC000049,SAMEA112184932,ERS14294823
ERC000049,SAMEA112184941,ERS14294832
ERC000049,SAMEA112184814,ERS14294705
ERC000049,SAMEA112184561,ERS14294452
ERC000049,SAMEA112184473,ERS14294364
ERC000049,SAMEA112184813,ERS14294704
ERC000049,SAMEA112184940,ERS14294831
ERC000049,SAMEA112184575,ERS14294466
ERC000049,SAMEA112184943,ERS14294834
ERC000049,SAMEA112184557,ERS14294448
ERC000049,SAMEA112184955,ERS14294846
ERC000049,SAMEA112184949,ERS14294840
ERC000049,SAMEA112184831,ERS14294722
ERC000049,SAMEA112184911,ERS14294802
ERC000049,SAMEA112184654,ERS14294545
ERC000049,SAMEA112184572,ERS14294463
ERC000049,SAMEA112184827,ERS14294718
ERC000049,SAMEA112184691,ERS14294582
ERC000049,SAMEA112184448,ERS14294339
ERC000049,SAMEA112184574,ERS14294465
ERC000050,SAMEA114501264,ERS16482916
ERC000050,SAMEA114501294,ERS16482946
ERC000050,SAMEA114501266,ERS16482918
ERC000050,SAMEA114501519,ERS16483171
ERC000050,SAMEA114501552,ERS16483204
ERC000050,SAMEA114501353,ERS16483005
ERC000050,SAMEA114501283,ERS16482935
ERC000050,SAMEA114501471,ERS16483123
ERC000050,SAMEA114501544,ERS16483196
ERC000050,SAMEA114501276,ERS16482928
ERC000050,SAMEA114501324,ERS16482976
ERC000050,SAMEA114501449,ERS16483101
ERC000050,SAMEA114501287,ERS16482939
ERC000050,SAMEA114501292,ERS16482944
ERC000050,SAMEA114501342,ERS16482994
ERC000050,SAMEA114501265,ERS16482917
ERC000050,SAMEA114501338,ERS16482990
ERC000050,SAMEA114501280,ERS16482932
ERC000050,SAMEA114501343,ERS16482995
ERC000050,SAMEA114501297,ERS16482949
ERC000050,SAMEA114501414,ERS16483066
ERC000050,SAMEA114501558,ERS16483210
ERC000050,SAMEA114501330,ERS16482982
ERC000050,SAMEA114501565,ERS16483217
ERC000050,SAMEA114501319,ERS16482971
ERC000050,SAMEA114501432,ERS16483084
ERC000050,SAMEA114501321,ERS16482973
ERC000050,SAMEA114501430,ERS16483082
ERC000050,SAMEA114501425,ERS16483077
ERC000050,SAMEA114501306,ERS16482958
ERC000050,SAMEA114501512,ERS16483164
ERC000050,SAMEA114501588,ERS16483240
ERC000050,SAMEA114501517,ERS16483169
ERC000050,SAMEA114501598,ERS16483250
ERC000050,SAMEA114501410,ERS16483062
ERC000050,SAMEA114501614,ERS16483266
ERC000050,SAMEA114501533,ERS16483185
ERC000050,SAMEA114501307,ERS16482959
ERC000050,SAMEA114501606,ERS16483258
ERC000050,SAMEA114501489,ERS16483141
ERC000050,SAMEA114501385,ERS16483037
ERC000050,SAMEA114501531,ERS16483183
ERC000050,SAMEA114501413,ERS16483065
ERC000050,SAMEA114501407,ERS16483059
ERC000050,SAMEA114501395,ERS16483047
ERC000050,SAMEA114501387,ERS16483039
ERC000050,SAMEA114501599,ERS16483251
ERC000050,SAMEA114501411,ERS16483063
ERC000050,SAMEA114501496,ERS16483148
ERC000050,SAMEA114501587,ERS16483239
ERC000050,SAMEA114501604,ERS16483256
ERC000050,SAMEA114501601,ERS16483253
ERC000050,SAMEA114501498,ERS16483150
ERC000050,SAMEA114770513,ERS17190387
ERC000050,SAMEA114770515,ERS17190389
ERC000050,SAMEA114770512,ERS17190386
ERC000050,SAMEA114770517,ERS17190391
ERC000050,SAMEA114770516,ERS17190390
ERC000050,SAMEA115094466,ERS17727973
ERC000050,SAMEA115094478,ERS17727985
ERC000050,SAMEA115094456,ERS17727963
ERC000050,SAMEA115094465,ERS17727972
ERC000050,SAMEA115094457,ERS17727964
ERC000050,SAMEA115097123,ERS17731870
ERC000050,SAMEA115099015,ERS17734142
ERC000050,SAMEA115099014,ERS17734141
ERC000050,SAMEA115099003,ERS17734130
ERC000050,SAMEA115099002,ERS17734129
ERC000050,SAMEA115099000,ERS17734127
ERC000050,SAMEA115386836,ERS18406442
ERC000050,SAMEA115386835,ERS18406441
ERC000050,SAMEA115386839,ERS18406445
ERC000050,SAMEA115386832,ERS18406438
ERC000050,SAMEA115386834,ERS18406440
ERC000050,SAMEA115386847,ERS18406453
ERC000050,SAMEA115386851,ERS18406457
ERC000050,SAMEA115386831,ERS18406437
ERC000050,SAMEA115386838,ERS18406444
ERC000050,SAMEA115386845,ERS18406451
ERC000050,SAMEA115386849,ERS18406455
ERC000050,SAMEA115386853,ERS18406459
ERC000050,SAMEA115099004,ERS17734131
ERC000050,SAMEA115098999,ERS17734126
ERC000050,SAMEA115112820,ERS17750935
ERC000050,SAMEA115094468,ERS17727975
ERC000050,SAMEA115094475,ERS17727982
ERC000050,SAMEA115094474,ERS17727981
ERC000050,SAMEA115094462,ERS17727969
ERC000050,SAMEA115094467,ERS17727974
ERC000050,SAMEA115094471,ERS17727978
ERC000050,SAMEA115094460,ERS17727967
ERC000050,SAMEA115386846,ERS18406452
ERC000050,SAMEA115386837,ERS18406443
ERC000050,SAMEA115386830,ERS18406436
ERC000050,SAMEA115386842,ERS18406448
ERC000050,SAMEA115386843,ERS18406449
ERC000050,SAMEA115386841,ERS18406447
ERC000050,SAMEA115386861,ERS18406467
ERC000050,SAMEA115386844,ERS18406450
ERC000050,SAMEA115386859,ERS18406465
ERC000051,SAMEA6936983,ERS4646881
ERC000051,SAMEA6937065,ERS4646963
ERC000051,SAMEA6937081,ERS4646979
ERC000051,SAMEA6937410,ERS4647307
ERC000051,SAMEA6937077,ERS4646975
ERC000051,SAMEA6937128,ERS4647026
ERC000051,SAMEA6937303,ERS4647200
ERC000051,SAMEA6937401,ERS4647298
ERC000051,SAMEA6937085,ERS4646983
ERC000051,SAMEA6937403,ERS4647300
ERC000051,SAMEA6937380,ERS4647277
ERC000051,SAMEA6937069,ERS4646967
ERC000051,SAMEA6937411,ERS4647308
ERC000051,SAMEA6937092,ERS4646990
ERC000051,SAMEA6937012,ERS4646910
ERC000051,SAMEA6937287,ERS4647184
ERC000051,SAMEA6936998,ERS4646896
ERC000051,SAMEA6937267,ERS4647164
ERC000051,SAMEA6937346,ERS4647243
ERC000051,SAMEA6937056,ERS4646954
ERC000051,SAMEA6937273,ERS4647170
ERC000051,SAMEA6937078,ERS4646976
ERC000051,SAMEA6937390,ERS4647287
ERC000051,SAMEA6937105,ERS4647003
ERC000051,SAMEA6937071,ERS4646969
ERC000051,SAMEA6937408,ERS4647305
ERC000051,SAMEA6937352,ERS4647249
ERC000051,SAMEA6937367,ERS4647264
ERC000051,SAMEA6937066,ERS4646964
ERC000051,SAMEA6937099,ERS4646997
ERC000051,SAMEA6937330,ERS4647227
ERC000051,SAMEA6937062,ERS4646960
ERC000051,SAMEA6937268,ERS4647165
ERC000051,SAMEA6937397,ERS4647294
ERC000051,SAMEA6937402,ERS4647299
ERC000051,SAMEA6937387,ERS4647284
ERC000051,SAMEA6937274,ERS4647171
ERC000051,SAMEA6937126,ERS4647024
ERC000051,SAMEA6937354,ERS4647251
ERC000051,SAMEA6937409,ERS4647306
ERC000051,SAMEA6937331,ERS4647228
ERC000051,SAMEA6937039,ERS4646937
ERC000051,SAMEA6937383,ERS4647280
ERC000051,SAMEA6937004,ERS4646902
ERC000051,SAMEA6937324,ERS4647221
ERC000051,SAMEA6937294,ERS4647191
ERC000051,SAMEA6938509,ERS4648405
ERC000051,SAMEA6938503,ERS4648399
ERC000051,SAMEA6938651,ERS4648547
ERC000051,SAMEA6938551,ERS4648447
ERC000051,SAMEA6938632,ERS4648528
ERC000051,SAMEA6938549,ERS4648445
ERC000051,SAMEA6938773,ERS4648668
ERC000051,SAMEA6938642,ERS4648538
ERC000051,SAMEA6938661,ERS4648557
ERC000051,SAMEA6938600,ERS4648496
ERC000051,SAMEA6938582,ERS4648478
ERC000051,SAMEA6938591,ERS4648487
ERC000051,SAMEA6938532,ERS4648428
ERC000051,SAMEA6938590,ERS4648486
ERC000051,SAMEA6938685,ERS4648580
ERC000051,SAMEA6938639,ERS4648535
ERC000051,SAMEA6938580,ERS4648476
ERC000051,SAMEA6938727,ERS4648622
ERC000051,SAMEA6938704,ERS4648599
ERC000051,SAMEA6938720,ERS4648615
ERC000051,SAMEA6938736,ERS4648631
ERC000051,SAMEA6938716,ERS4648611
ERC000051,SAMEA6938726,ERS4648621
ERC000051,SAMEA6938744,ERS4648639
ERC000051,SAMEA6938740,ERS4648635
ERC000051,SAMEA6938772,ERS4648667
ERC000051,SAMEA6938774,ERS4648669
ERC000051,SAMEA6938941,ERS4648834
ERC000051,SAMEA6938797,ERS4648692
ERC000051,SAMEA6938724,ERS4648619
ERC000051,SAMEA6938731,ERS4648626
ERC000051,SAMEA6938771,ERS4648666
ERC000051,SAMEA6938810,ERS4648705
ERC000051,SAMEA6938790,ERS4648685
ERC000051,SAMEA6938725,ERS4648620
ERC000051,SAMEA6938820,ERS4648715
ERC000051,SAMEA6938788,ERS4648683
ERC000051,SAMEA6938965,ERS4648858
ERC000051,SAMEA6938893,ERS4648788
ERC000051,SAMEA6938903,ERS4648798
ERC000051,SAMEA6938884,ERS4648779
ERC000051,SAMEA6938869,ERS4648764
ERC000051,SAMEA6938881,ERS4648776
ERC000051,SAMEA6938866,ERS4648761
ERC000051,SAMEA6939009,ERS4648902
ERC000051,SAMEA6939017,ERS4648910
ERC000051,SAMEA6938966,ERS4648859
ERC000051,SAMEA6938863,ERS4648758
ERC000051,SAMEA6938932,ERS4648825
ERC000051,SAMEA6939022,ERS4648915
ERC000051,SAMEA6938878,ERS4648773
ERC000051,SAMEA6938939,ERS4648832
ERC000051,SAMEA6938959,ERS4648852
ERC000051,SAMEA6938946,ERS4648839
ERC000052,SAMEA114321403,ERS16310515
ERC000052,SAMEA114321423,ERS16310535
ERC000052,SAMEA114321311,ERS16310423
ERC000052,SAMEA114321406,ERS16310518
ERC000052,SAMEA114321415,ERS16310527
ERC000052,SAMEA114321286,ERS16310398
ERC000052,SAMEA114321293,ERS16310405
ERC000052,SAMEA114321283,ERS16310395
ERC000052,SAMEA114321393,ERS16310505
ERC000052,SAMEA114321211,ERS16310323
ERC000052,SAMEA114321322,ERS16310434
ERC000052,SAMEA114321205,ERS16310317
ERC000052,SAMEA114321441,ERS16310553
ERC000052,SAMEA114321445,ERS16310557
ERC000052,SAMEA114321291,ERS16310403
ERC000052,SAMEA114321320,ERS16310432
ERC000052,SAMEA114321399,ERS16310511
ERC000052,SAMEA114321215,ERS16310327
ERC000052,SAMEA114321295,ERS16310407
ERC000052,SAMEA114321430,ERS16310542
ERC000052,SAMEA114321439,ERS16310551
ERC000052,SAMEA114321447,ERS16310559
ERC000052,SAMEA114321213,ERS16310325
ERC000052,SAMEA114321321,ERS16310433
ERC000052,SAMEA114321304,ERS16310416
ERC000052,SAMEA114321335,ERS16310447
ERC000052,SAMEA114321223,ERS16310335
ERC000052,SAMEA114321340,ERS16310452
ERC000052,SAMEA114321454,ERS16310566
ERC000052,SAMEA114321433,ERS16310545
ERC000052,SAMEA114321225,ERS16310337
ERC000052,SAMEA114321452,ERS16310564
ERC000052,SAMEA114321344,ERS16310456
ERC000052,SAMEA114321465,ERS16310577
ERC000052,SAMEA114321241,ERS16310353
ERC000052,SAMEA114321463,ERS16310575
ERC000052,SAMEA114321339,ERS16310451
ERC000052,SAMEA114321334,ERS16310446
ERC000052,SAMEA114321224,ERS16310336
ERC000052,SAMEA114321462,ERS16310574
ERC000052,SAMEA114321331,ERS16310443
ERC000052,SAMEA114321450,ERS16310562
ERC000052,SAMEA114321234,ERS16310346
ERC000052,SAMEA114321235,ERS16310347
ERC000052,SAMEA114321227,ERS16310339
ERC000052,SAMEA114321468,ERS16310580
ERC000052,SAMEA114321456,ERS16310568
ERC000052,SAMEA114321228,ERS16310340
ERC000052,SAMEA114321470,ERS16310582
ERC000052,SAMEA114321216,ERS16310328
ERC000052,SAMEA114321337,ERS16310449
ERC000052,SAMEA114321219,ERS16310331
ERC000052,SAMEA114321226,ERS16310338
ERC000052,SAMEA114321391,ERS16310503
ERC000052,SAMEA114321277,ERS16310389
ERC000052,SAMEA114321278,ERS16310390
ERC000052,SAMEA114321274,ERS16310386
ERC000052,SAMEA114321392,ERS16310504
ERC000052,SAMEA114321410,ERS16310522
ERC000052,SAMEA114321290,ERS16310402
ERC000052,SAMEA114321414,ERS16310526
ERC000052,SAMEA114321310,ERS16310422
ERC000052,SAMEA114321287,ERS16310399
ERC000052,SAMEA114321207,ERS16310319
ERC000052,SAMEA114321279,ERS16310391
ERC000052,SAMEA114321296,ERS16310408
ERC000052,SAMEA114321418,ERS16310530
ERC000052,SAMEA114321313,ERS16310425
ERC000052,SAMEA114321284,ERS16310396
ERC000052,SAMEA114321397,ERS16310509
ERC000052,SAMEA114321401,ERS16310513
ERC000052,SAMEA114321288,ERS16310400
ERC000052,SAMEA114321411,ERS16310523
ERC000052,SAMEA114321426,ERS16310538
ERC000052,SAMEA114321330,ERS16310442
ERC000052,SAMEA114321466,ERS16310578
ERC000052,SAMEA114321238,ERS16310350
ERC000052,SAMEA114321248,ERS16310360
ERC000052,SAMEA114321358,ERS16310470
ERC000052,SAMEA114321222,ERS16310334
ERC000052,SAMEA114321383,ERS16310495
ERC000052,SAMEA114321353,ERS16310465
ERC000052,SAMEA114321262,ERS16310374
ERC000052,SAMEA114321251,ERS16310363
ERC000052,SAMEA114321261,ERS16310373
ERC000052,SAMEA114321379,ERS16310491
ERC000052,SAMEA114321263,ERS16310375
ERC000052,SAMEA114321257,ERS16310369
ERC000052,SAMEA114321258,ERS16310370
ERC000052,SAMEA114321298,ERS16310410
ERC000052,SAMEA114321315,ERS16310427
ERC000052,SAMEA114321300,ERS16310412
ERC000052,SAMEA114321395,ERS16310507
ERC000052,SAMEA114321299,ERS16310411
ERC000052,SAMEA114321390,ERS16310502
ERC000052,SAMEA114321221,ERS16310333
ERC000052,SAMEA114321307,ERS16310419
ERC000052,SAMEA114321448,ERS16310560
ERC000052,SAMEA114321318,ERS16310430
ERC000052,SAMEA114321431,ERS16310543
ERC000053,SAMEA115464804,ERS18689258
ERC000053,SAMEA115464814,ERS18689268
ERC000053,SAMEA115464830,ERS18689284
ERC000053,SAMEA115464782,ERS18689236
ERC000053,SAMEA115464822,ERS18689276
ERC000053,SAMEA115464817,ERS18689271
ERC000053,SAMEA115464843,ERS18689297
ERC000053,SAMEA115464787,ERS18689241
ERC000053,SAMEA115464844,ERS18689298
ERC000053,SAMEA115464853,ERS18689307
ERC000053,SAMEA115464842,ERS18689296
ERC000053,SAMEA115465229,ERS18689697
ERC000053,SAMEA115465254,ERS18689722
ERC000053,SAMEA115465219,ERS18689687
ERC000053,SAMEA115465230,ERS18689698
ERC000053,SAMEA115465244,ERS18689712
ERC000053,SAMEA115465234,ERS18689702
ERC000053,SAMEA115465239,ERS18689707
